date,day_of_week,dow_index,weather,item,units_made,units_sold,units_waste,unit_price,unit_cost,revenue,waste_cost
2024-05-05,Sunday,6,sunny,cookie,69,64,5,1.5,0.4,96.0,2.0
2024-05-06,Monday,0,sunny,croissant,31,29,2,3.5,1.2,101.5,2.4
2024-05-06,Monday,0,sunny,muffin,24,22,2,2.75,0.9,60.5,1.8
2024-05-06,Monday,0,sunny,sourdough,8,8,0,8.0,2.5,64.0,0.0
2024-05-06,Monday,0,sunny,baguette,14,12,2,4.0,1.3,48.0,2.6
2024-05-06,Monday,0,sunny,cookie,40,35,5,1.5,0.4,52.5,2.0
2024-05-07,Tuesday,1,sunny,croissant,30,28,2,3.5,1.2,98.0,2.4
2024-05-07,Tuesday,1,sunny,muffin,23,22,1,2.75,0.9,60.5,0.9
2024-05-07,Tuesday,1,sunny,sourdough,12,11,1,8.0,2.5,88.0,2.5
2024-05-07,Tuesday,1,sunny,baguette,15,15,0,4.0,1.3,60.0,0.0
2024-05-07,Tuesday,1,sunny,cookie,50,44,6,1.5,0.4,66.0,2.4
2024-05-08,Wednesday,2,rainy,croissant,40,37,3,3.5,1.2,129.5,3.6
2024-05-08,Wednesday,2,rainy,muffin,30,27,3,2.75,0.9,74.25,2.7
2024-05-08,Wednesday,2,rainy,sourdough,11,11,0,8.0,2.5,88.0,0.0
2024-05-08,Wednesday,2,rainy,baguette,17,15,2,4.0,1.3,60.0,2.6
2024-05-08,Wednesday,2,rainy,cookie,50,42,8,1.5,0.4,63.0,3.2
2024-05-09,Thursday,3,rainy,croissant,43,39,4,3.5,1.2,136.5,4.8
2024-05-09,Thursday,3,rainy,muffin,41,37,4,2.75,0.9,101.75,3.6
2024-05-09,Thursday,3,rainy,sourdough,12,11,1,8.0,2.5,88.0,2.5
2024-05-09,Thursday,3,rainy,baguette,20,17,3,4.0,1.3,68.0,3.9
2024-05-09,Thursday,3,rainy,cookie,49,47,2,1.5,0.4,70.5,0.8
2024-05-10,Friday,4,sunny,croissant,44,38,6,3.5,1.2,133.0,7.2
2024-05-10,Friday,4,sunny,muffin,36,31,5,2.75,0.9,85.25,4.5
2024-05-10,Friday,4,sunny,sourdough,17,16,1,8.0,2.5,128.0,2.5
2024-05-10,Friday,4,sunny,baguette,19,17,2,4.0,1.3,68.0,2.6
2024-05-10,Friday,4,sunny,cookie,58,54,4,1.5,0.4,81.0,1.6
2024-05-11,Saturday,5,sunny,croissant,85,74,11,3.5,1.2,259.0,13.2
2024-05-11,Saturday,5,sunny,muffin,63,54,9,2.75,0.9,148.5,8.1
2024-05-11,Saturday,5,sunny,sourdough,32,28,4,8.0,2.5,224.0,10.0
2024-05-11,Saturday,5,sunny,baguette,42,39,3,4.0,1.3,156.0,3.9
2024-05-11,Saturday,5,sunny,cookie,74,69,5,1.5,0.4,103.5,2.0
2024-05-12,Sunday,6,rainy,croissant,93,83,10,3.5,1.2,290.5,12.0
2024-05-12,Sunday,6,rainy,muffin,72,64,8,2.75,0.9,176.0,7.2
2024-05-12,Sunday,6,rainy,sourdough,27,24,3,8.0,2.5,192.0,7.5
2024-05-12,Sunday,6,rainy,baguette,34,31,3,4.0,1.3,124.0,3.9
2024-05-12,Sunday,6,rainy,cookie,105,89,16,1.5,0.4,133.5,6.4
2024-05-13,Monday,0,sunny,croissant,26,24,2,3.5,1.2,84.0,2.4
2024-05-13,Monday,0,sunny,muffin,26,23,3,2.75,0.9,63.25,2.7
2024-05-13,Monday,0,sunny,sourdough,12,11,1,8.0,2.5,88.0,2.5
2024-05-13,Monday,0,sunny,baguette,16,15,1,4.0,1.3,60.0,1.3
2024-05-13,Monday,0,sunny,cookie,40,34,6,1.5,0.4,51.0,2.4
2024-05-14,Tuesday,1,sunny,croissant,39,34,5,3.5,1.2,119.0,6.0
2024-05-14,Tuesday,1,sunny,muffin,22,20,2,2.75,0.9,55.0,1.8
2024-05-14,Tuesday,1,sunny,sourdough,14,13,1,8.0,2.5,104.0,2.5
2024-05-14,Tuesday,1,sunny,baguette,15,15,0,4.0,1.3,60.0,0.0
2024-05-14,Tuesday,1,sunny,cookie,44,41,3,1.5,0.4,61.5,1.2
2024-05-15,Wednesday,2,sunny,croissant,38,33,5,3.5,1.2,115.5,6.0
2024-05-15,Wednesday,2,sunny,muffin,25,24,1,2.75,0.9,66.0,0.9
2024-05-15,Wednesday,2,sunny,sourdough,15,14,1,8.0,2.5,112.0,2.5
2024-05-15,Wednesday,2,sunny,baguette,20,19,1,4.0,1.3,76.0,1.3
2024-05-15,Wednesday,2,sunny,cookie,57,48,9,1.5,0.4,72.0,3.6
2024-05-16,Thursday,3,rainy,croissant,45,41,4,3.5,1.2,143.5,4.8
2024-05-16,Thursday,3,rainy,muffin,40,35,5,2.75,0.9,96.25,4.5
2024-05-16,Thursday,3,rainy,sourdough,13,13,0,8.0,2.5,104.0,0.0
2024-05-16,Thursday,3,rainy,baguette,19,17,2,4.0,1.3,68.0,2.6
2024-05-16,Thursday,3,rainy,cookie,46,44,2,1.5,0.4,66.0,0.8
2024-05-17,Friday,4,sunny,croissant,42,38,4,3.5,1.2,133.0,4.8
2024-05-17,Friday,4,sunny,muffin,34,30,4,2.75,0.9,82.5,3.6
2024-05-17,Friday,4,sunny,sourdough,17,15,2,8.0,2.5,120.0,5.0
2024-05-17,Friday,4,sunny,baguette,22,19,3,4.0,1.3,76.0,3.9
2024-05-17,Friday,4,sunny,cookie,57,51,6,1.5,0.4,76.5,2.4
2024-05-18,Saturday,5,sunny,croissant,84,78,6,3.5,1.2,273.0,7.2
2024-05-18,Saturday,5,sunny,muffin,53,46,7,2.75,0.9,126.5,6.3
2024-05-18,Saturday,5,sunny,sourdough,35,32,3,8.0,2.5,256.0,7.5
2024-05-18,Saturday,5,sunny,baguette,44,41,3,4.0,1.3,164.0,3.9
2024-05-18,Saturday,5,sunny,cookie,83,75,8,1.5,0.4,112.5,3.2
2024-05-19,Sunday,6,sunny,croissant,73,62,11,3.5,1.2,217.0,13.2
2024-05-19,Sunday,6,sunny,muffin,49,46,3,2.75,0.9,126.5,2.7
2024-05-19,Sunday,6,sunny,sourdough,34,31,3,8.0,2.5,248.0,7.5
2024-05-19,Sunday,6,sunny,baguette,44,40,4,4.0,1.3,160.0,5.2
2024-05-19,Sunday,6,sunny,cookie,72,63,9,1.5,0.4,94.5,3.6
2024-05-20,Monday,0,sunny,croissant,28,26,2,3.5,1.2,91.0,2.4
2024-05-20,Monday,0,sunny,muffin,20,18,2,2.75,0.9,49.5,1.8
2024-05-20,Monday,0,sunny,sourdough,12,11,1,8.0,2.5,88.0,2.5
2024-05-20,Monday,0,sunny,baguette,16,14,2,4.0,1.3,56.0,2.6
2024-05-20,Monday,0,sunny,cookie,42,36,6,1.5,0.4,54.0,2.4
2024-05-21,Tuesday,1,sunny,croissant,30,28,2,3.5,1.2,98.0,2.4
2024-05-21,Tuesday,1,sunny,muffin,24,21,3,2.75,0.9,57.75,2.7
2024-05-21,Tuesday,1,sunny,sourdough,11,10,1,8.0,2.5,80.0,2.5
2024-05-21,Tuesday,1,sunny,baguette,17,15,2,4.0,1.3,60.0,2.6
2024-05-21,Tuesday,1,sunny,cookie,45,40,5,1.5,0.4,60.0,2.0
2024-05-22,Wednesday,2,rainy,croissant,41,35,6,3.5,1.2,122.5,7.2
2024-05-22,Wednesday,2,rainy,muffin,36,32,4,2.75,0.9,88.0,3.6
2024-05-22,Wednesday,2,rainy,sourdough,14,12,2,8.0,2.5,96.0,5.0
2024-05-22,Wednesday,2,rainy,baguette,16,14,2,4.0,1.3,56.0,2.6
2024-05-22,Wednesday,2,rainy,cookie,55,50,5,1.5,0.4,75.0,2.0
2024-05-23,Thursday,3,sunny,croissant,40,34,6,3.5,1.2,119.0,7.2
2024-05-23,Thursday,3,sunny,muffin,33,29,4,2.75,0.9,79.75,3.6
2024-05-23,Thursday,3,sunny,sourdough,14,12,2,8.0,2.5,96.0,5.0
2024-05-23,Thursday,3,sunny,baguette,20,17,3,4.0,1.3,68.0,3.9
2024-05-23,Thursday,3,sunny,cookie,40,38,2,1.5,0.4,57.0,0.8
2024-05-24,Friday,4,rainy,croissant,42,39,3,3.5,1.2,136.5,3.6
2024-05-24,Friday,4,rainy,muffin,41,38,3,2.75,0.9,104.5,2.7
2024-05-24,Friday,4,rainy,sourdough,17,15,2,8.0,2.5,120.0,5.0
2024-05-24,Friday,4,rainy,baguette,21,20,1,4.0,1.3,80.0,1.3
2024-05-24,Friday,4,rainy,cookie,66,59,7,1.5,0.4,88.5,2.8
2024-05-25,Saturday,5,rainy,croissant,88,78,10,3.5,1.2,273.0,12.0
2024-05-25,Saturday,5,rainy,muffin,67,63,4,2.75,0.9,173.25,3.6
2024-05-25,Saturday,5,rainy,sourdough,35,33,2,8.0,2.5,264.0,5.0
2024-05-25,Saturday,5,rainy,baguette,46,40,6,4.0,1.3,160.0,7.8
2024-05-25,Saturday,5,rainy,cookie,112,96,16,1.5,0.4,144.0,6.4
2024-05-26,Sunday,6,sunny,croissant,76,73,3,3.5,1.2,255.5,3.6
2024-05-26,Sunday,6,sunny,muffin,45,40,5,2.75,0.9,110.0,4.5
2024-05-26,Sunday,6,sunny,sourdough,33,29,4,8.0,2.5,232.0,10.0
2024-05-26,Sunday,6,sunny,baguette,42,38,4,4.0,1.3,152.0,5.2
2024-05-26,Sunday,6,sunny,cookie,84,75,9,1.5,0.4,112.5,3.6
2024-05-27,Monday,0,sunny,croissant,31,26,5,3.5,1.2,91.0,6.0
2024-05-27,Monday,0,sunny,muffin,23,20,3,2.75,0.9,55.0,2.7
2024-05-27,Monday,0,sunny,sourdough,12,11,1,8.0,2.5,88.0,2.5
2024-05-27,Monday,0,sunny,baguette,12,12,0,4.0,1.3,48.0,0.0
2024-05-27,Monday,0,sunny,cookie,38,34,4,1.5,0.4,51.0,1.6
2024-05-28,Tuesday,1,rainy,croissant,39,36,3,3.5,1.2,126.0,3.6
2024-05-28,Tuesday,1,rainy,muffin,34,30,4,2.75,0.9,82.5,3.6
2024-05-28,Tuesday,1,rainy,sourdough,13,11,2,8.0,2.5,88.0,5.0
2024-05-28,Tuesday,1,rainy,baguette,14,13,1,4.0,1.3,52.0,1.3
2024-05-28,Tuesday,1,rainy,cookie,50,46,4,1.5,0.4,69.0,1.6
2024-05-29,Wednesday,2,sunny,croissant,33,31,2,3.5,1.2,108.5,2.4
2024-05-29,Wednesday,2,sunny,muffin,24,22,2,2.75,0.9,60.5,1.8
2024-05-29,Wednesday,2,sunny,sourdough,13,12,1,8.0,2.5,96.0,2.5
2024-05-29,Wednesday,2,sunny,baguette,17,15,2,4.0,1.3,60.0,2.6
2024-05-29,Wednesday,2,sunny,cookie,41,38,3,1.5,0.4,57.0,1.2
2024-05-30,Thursday,3,sunny,croissant,38,33,5,3.5,1.2,115.5,6.0
2024-05-30,Thursday,3,sunny,muffin,29,26,3,2.75,0.9,71.5,2.7
2024-05-30,Thursday,3,sunny,sourdough,14,13,1,8.0,2.5,104.0,2.5
2024-05-30,Thursday,3,sunny,baguette,17,15,2,4.0,1.3,60.0,2.6
2024-05-30,Thursday,3,sunny,cookie,53,45,8,1.5,0.4,67.5,3.2
2024-05-31,Friday,4,rainy,croissant,44,42,2,3.5,1.2,147.0,2.4
2024-05-31,Friday,4,rainy,muffin,41,35,6,2.75,0.9,96.25,5.4
2024-05-31,Friday,4,rainy,sourdough,15,14,1,8.0,2.5,112.0,2.5
2024-05-31,Friday,4,rainy,baguette,22,19,3,4.0,1.3,76.0,3.9
2024-05-31,Friday,4,rainy,cookie,66,56,10,1.5,0.4,84.0,4.0
2024-06-01,Saturday,5,sunny,croissant,89,81,8,3.5,1.2,283.5,9.6
2024-06-01,Saturday,5,sunny,muffin,57,51,6,2.75,0.9,140.25,5.4
2024-06-01,Saturday,5,sunny,sourdough,32,29,3,8.0,2.5,232.0,7.5
2024-06-01,Saturday,5,sunny,baguette,39,35,4,4.0,1.3,140.0,5.2
2024-06-01,Saturday,5,sunny,cookie,95,87,8,1.5,0.4,130.5,3.2
2024-06-02,Sunday,6,sunny,croissant,74,70,4,3.5,1.2,245.0,4.8
2024-06-02,Sunday,6,sunny,muffin,58,53,5,2.75,0.9,145.75,4.5
2024-06-02,Sunday,6,sunny,sourdough,34,31,3,8.0,2.5,248.0,7.5
2024-06-02,Sunday,6,sunny,baguette,46,40,6,4.0,1.3,160.0,7.8
2024-06-02,Sunday,6,sunny,cookie,73,65,8,1.5,0.4,97.5,3.2
2024-06-03,Monday,0,sunny,croissant,25,24,1,3.5,1.2,84.0,1.2
2024-06-03,Monday,0,sunny,muffin,21,19,2,2.75,0.9,52.25,1.8
2024-06-03,Monday,0,sunny,sourdough,11,10,1,8.0,2.5,80.0,2.5
2024-06-03,Monday,0,sunny,baguette,15,14,1,4.0,1.3,56.0,1.3
2024-06-03,Monday,0,sunny,cookie,38,36,2,1.5,0.4,54.0,0.8
2024-06-04,Tuesday,1,sunny,croissant,37,34,3,3.5,1.2,119.0,3.6
2024-06-04,Tuesday,1,sunny,muffin,25,22,3,2.75,0.9,60.5,2.7
2024-06-04,Tuesday,1,sunny,sourdough,13,12,1,8.0,2.5,96.0,2.5
2024-06-04,Tuesday,1,sunny,baguette,17,15,2,4.0,1.3,60.0,2.6
2024-06-04,Tuesday,1,sunny,cookie,43,38,5,1.5,0.4,57.0,2.0
2024-06-05,Wednesday,2,sunny,croissant,39,34,5,3.5,1.2,119.0,6.0
2024-06-05,Wednesday,2,sunny,muffin,31,27,4,2.75,0.9,74.25,3.6
2024-06-05,Wednesday,2,sunny,sourdough,11,10,1,8.0,2.5,80.0,2.5
2024-06-05,Wednesday,2,sunny,baguette,22,19,3,4.0,1.3,76.0,3.9
2024-06-05,Wednesday,2,sunny,cookie,52,46,6,1.5,0.4,69.0,2.4
2024-06-06,Thursday,3,sunny,croissant,38,36,2,3.5,1.2,126.0,2.4
2024-06-06,Thursday,3,sunny,muffin,32,28,4,2.75,0.9,77.0,3.6
2024-06-06,Thursday,3,sunny,sourdough,15,14,1,8.0,2.5,112.0,2.5
2024-06-06,Thursday,3,sunny,baguette,18,18,0,4.0,1.3,72.0,0.0
2024-06-06,Thursday,3,sunny,cookie,54,51,3,1.5,0.4,76.5,1.2
2024-06-07,Friday,4,rainy,croissant,43,41,2,3.5,1.2,143.5,2.4
2024-06-07,Friday,4,rainy,muffin,42,38,4,2.75,0.9,104.5,3.6
2024-06-07,Friday,4,rainy,sourdough,16,14,2,8.0,2.5,112.0,5.0
2024-06-07,Friday,4,rainy,baguette,24,21,3,4.0,1.3,84.0,3.9
2024-06-07,Friday,4,rainy,cookie,52,49,3,1.5,0.4,73.5,1.2
2024-06-08,Saturday,5,rainy,croissant,89,78,11,3.5,1.2,273.0,13.2
2024-06-08,Saturday,5,rainy,muffin,69,63,6,2.75,0.9,173.25,5.4
2024-06-08,Saturday,5,rainy,sourdough,30,26,4,8.0,2.5,208.0,10.0
2024-06-08,Saturday,5,rainy,baguette,39,36,3,4.0,1.3,144.0,3.9
2024-06-08,Saturday,5,rainy,cookie,115,100,15,1.5,0.4,150.0,6.0
2024-06-09,Sunday,6,sunny,croissant,81,71,10,3.5,1.2,248.5,12.0
2024-06-09,Sunday,6,sunny,muffin,45,42,3,2.75,0.9,115.5,2.7
2024-06-09,Sunday,6,sunny,sourdough,31,29,2,8.0,2.5,232.0,5.0
2024-06-09,Sunday,6,sunny,baguette,44,41,3,4.0,1.3,164.0,3.9
2024-06-09,Sunday,6,sunny,cookie,72,67,5,1.5,0.4,100.5,2.0
2024-06-10,Monday,0,sunny,croissant,28,26,2,3.5,1.2,91.0,2.4
2024-06-10,Monday,0,sunny,muffin,26,23,3,2.75,0.9,63.25,2.7
2024-06-10,Monday,0,sunny,sourdough,9,9,0,8.0,2.5,72.0,0.0
2024-06-10,Monday,0,sunny,baguette,15,14,1,4.0,1.3,56.0,1.3
2024-06-10,Monday,0,sunny,cookie,46,40,6,1.5,0.4,60.0,2.4
2024-06-11,Tuesday,1,sunny,croissant,37,34,3,3.5,1.2,119.0,3.6
2024-06-11,Tuesday,1,sunny,muffin,25,22,3,2.75,0.9,60.5,2.7
2024-06-11,Tuesday,1,sunny,sourdough,12,11,1,8.0,2.5,88.0,2.5
2024-06-11,Tuesday,1,sunny,baguette,15,14,1,4.0,1.3,56.0,1.3
2024-06-11,Tuesday,1,sunny,cookie,40,36,4,1.5,0.4,54.0,1.6
2024-06-12,Wednesday,2,sunny,croissant,38,36,2,3.5,1.2,126.0,2.4
2024-06-12,Wednesday,2,sunny,muffin,29,26,3,2.75,0.9,71.5,2.7
2024-06-12,Wednesday,2,sunny,sourdough,12,11,1,8.0,2.5,88.0,2.5
2024-06-12,Wednesday,2,sunny,baguette,19,17,2,4.0,1.3,68.0,2.6
2024-06-12,Wednesday,2,sunny,cookie,40,36,4,1.5,0.4,54.0,1.6
2024-06-13,Thursday,3,sunny,croissant,36,31,5,3.5,1.2,108.5,6.0
2024-06-13,Thursday,3,sunny,muffin,24,22,2,2.75,0.9,60.5,1.8
2024-06-13,Thursday,3,sunny,sourdough,16,15,1,8.0,2.5,120.0,2.5
2024-06-13,Thursday,3,sunny,baguette,23,20,3,4.0,1.3,80.0,3.9
2024-06-13,Thursday,3,sunny,cookie,47,44,3,1.5,0.4,66.0,1.2
2024-06-14,Friday,4,sunny,croissant,42,37,5,3.5,1.2,129.5,6.0
2024-06-14,Friday,4,sunny,muffin,35,33,2,2.75,0.9,90.75,1.8
2024-06-14,Friday,4,sunny,sourdough,16,15,1,8.0,2.5,120.0,2.5
2024-06-14,Friday,4,sunny,baguette,25,21,4,4.0,1.3,84.0,5.2
2024-06-14,Friday,4,sunny,cookie,60,56,4,1.5,0.4,84.0,1.6
2024-06-15,Saturday,5,sunny,croissant,80,68,12,3.5,1.2,238.0,14.4
2024-06-15,Saturday,5,sunny,muffin,66,60,6,2.75,0.9,165.0,5.4
2024-06-15,Saturday,5,sunny,sourdough,38,32,6,8.0,2.5,256.0,15.0
2024-06-15,Saturday,5,sunny,baguette,54,46,8,4.0,1.3,184.0,10.4
2024-06-15,Saturday,5,sunny,cookie,94,90,4,1.5,0.4,135.0,1.6
2024-06-16,Sunday,6,sunny,croissant,70,59,11,3.5,1.2,206.5,13.2
2024-06-16,Sunday,6,sunny,muffin,51,43,8,2.75,0.9,118.25,7.2
2024-06-16,Sunday,6,sunny,sourdough,32,29,3,8.0,2.5,232.0,7.5
2024-06-16,Sunday,6,sunny,baguette,47,40,7,4.0,1.3,160.0,9.1
2024-06-16,Sunday,6,sunny,cookie,76,71,5,1.5,0.4,106.5,2.0
2024-06-17,Monday,0,rainy,croissant,30,27,3,3.5,1.2,94.5,3.6
2024-06-17,Monday,0,rainy,muffin,24,23,1,2.75,0.9,63.25,0.9
2024-06-17,Monday,0,rainy,sourdough,11,10,1,8.0,2.5,80.0,2.5
2024-06-17,Monday,0,rainy,baguette,15,13,2,4.0,1.3,52.0,2.6
2024-06-17,Monday,0,rainy,cookie,42,36,6,1.5,0.4,54.0,2.4
2024-06-18,Tuesday,1,sunny,croissant,39,35,4,3.5,1.2,122.5,4.8
2024-06-18,Tuesday,1,sunny,muffin,24,21,3,2.75,0.9,57.75,2.7
2024-06-18,Tuesday,1,sunny,sourdough,10,10,0,8.0,2.5,80.0,0.0
2024-06-18,Tuesday,1,sunny,baguette,16,15,1,4.0,1.3,60.0,1.3
2024-06-18,Tuesday,1,sunny,cookie,40,37,3,1.5,0.4,55.5,1.2
2024-06-19,Wednesday,2,sunny,croissant,41,38,3,3.5,1.2,133.0,3.6
2024-06-19,Wednesday,2,sunny,muffin,28,27,1,2.75,0.9,74.25,0.9
2024-06-19,Wednesday,2,sunny,sourdough,15,13,2,8.0,2.5,104.0,5.0
2024-06-19,Wednesday,2,sunny,baguette,14,14,0,4.0,1.3,56.0,0.0
2024-06-19,Wednesday,2,sunny,cookie,44,40,4,1.5,0.4,60.0,1.6
2024-06-20,Thursday,3,sunny,croissant,46,40,6,3.5,1.2,140.0,7.2
2024-06-20,Thursday,3,sunny,muffin,26,25,1,2.75,0.9,68.75,0.9
2024-06-20,Thursday,3,sunny,sourdough,16,15,1,8.0,2.5,120.0,2.5
2024-06-20,Thursday,3,sunny,baguette,19,18,1,4.0,1.3,72.0,1.3
2024-06-20,Thursday,3,sunny,cookie,42,40,2,1.5,0.4,60.0,0.8
2024-06-21,Friday,4,sunny,croissant,45,41,4,3.5,1.2,143.5,4.8
2024-06-21,Friday,4,sunny,muffin,33,30,3,2.75,0.9,82.5,2.7
2024-06-21,Friday,4,sunny,sourdough,17,15,2,8.0,2.5,120.0,5.0
2024-06-21,Friday,4,sunny,baguette,19,18,1,4.0,1.3,72.0,1.3
2024-06-21,Friday,4,sunny,cookie,62,53,9,1.5,0.4,79.5,3.6
2024-06-22,Saturday,5,rainy,croissant,93,81,12,3.5,1.2,283.5,14.4
2024-06-22,Saturday,5,rainy,muffin,62,55,7,2.75,0.9,151.25,6.3
2024-06-22,Saturday,5,rainy,sourdough,28,25,3,8.0,2.5,200.0,7.5
2024-06-22,Saturday,5,rainy,baguette,43,38,5,4.0,1.3,152.0,6.5
2024-06-22,Saturday,5,rainy,cookie,91,83,8,1.5,0.4,124.5,3.2
2024-06-23,Sunday,6,sunny,croissant,63,59,4,3.5,1.2,206.5,4.8
2024-06-23,Sunday,6,sunny,muffin,49,47,2,2.75,0.9,129.25,1.8
2024-06-23,Sunday,6,sunny,sourdough,32,28,4,8.0,2.5,224.0,10.0
2024-06-23,Sunday,6,sunny,baguette,39,35,4,4.0,1.3,140.0,5.2
2024-06-23,Sunday,6,sunny,cookie,75,71,4,1.5,0.4,106.5,1.6
2024-06-24,Monday,0,sunny,croissant,34,30,4,3.5,1.2,105.0,4.8
2024-06-24,Monday,0,sunny,muffin,23,20,3,2.75,0.9,55.0,2.7
2024-06-24,Monday,0,sunny,sourdough,12,11,1,8.0,2.5,88.0,2.5
2024-06-24,Monday,0,sunny,baguette,13,12,1,4.0,1.3,48.0,1.3
2024-06-24,Monday,0,sunny,cookie,35,30,5,1.5,0.4,45.0,2.0
2024-06-25,Tuesday,1,sunny,croissant,32,27,5,3.5,1.2,94.5,6.0
2024-06-25,Tuesday,1,sunny,muffin,22,20,2,2.75,0.9,55.0,1.8
2024-06-25,Tuesday,1,sunny,sourdough,13,12,1,8.0,2.5,96.0,2.5
2024-06-25,Tuesday,1,sunny,baguette,20,18,2,4.0,1.3,72.0,2.6
2024-06-25,Tuesday,1,sunny,cookie,46,39,7,1.5,0.4,58.5,2.8
2024-06-26,Wednesday,2,sunny,croissant,43,37,6,3.5,1.2,129.5,7.2
2024-06-26,Wednesday,2,sunny,muffin,27,24,3,2.75,0.9,66.0,2.7
2024-06-26,Wednesday,2,sunny,sourdough,14,13,1,8.0,2.5,104.0,2.5
2024-06-26,Wednesday,2,sunny,baguette,18,17,1,4.0,1.3,68.0,1.3
2024-06-26,Wednesday,2,sunny,cookie,42,38,4,1.5,0.4,57.0,1.6
2024-06-27,Thursday,3,sunny,croissant,41,38,3,3.5,1.2,133.0,3.6
2024-06-27,Thursday,3,sunny,muffin,23,22,1,2.75,0.9,60.5,0.9
2024-06-27,Thursday,3,sunny,sourdough,13,12,1,8.0,2.5,96.0,2.5
2024-06-27,Thursday,3,sunny,baguette,20,18,2,4.0,1.3,72.0,2.6
2024-06-27,Thursday,3,sunny,cookie,53,49,4,1.5,0.4,73.5,1.6
2024-06-28,Friday,4,sunny,croissant,44,37,7,3.5,1.2,129.5,8.4
2024-06-28,Friday,4,sunny,muffin,34,32,2,2.75,0.9,88.0,1.8
2024-06-28,Friday,4,sunny,sourdough,17,16,1,8.0,2.5,128.0,2.5
2024-06-28,Friday,4,sunny,baguette,24,21,3,4.0,1.3,84.0,3.9
2024-06-28,Friday,4,sunny,cookie,45,42,3,1.5,0.4,63.0,1.2
2024-06-29,Saturday,5,rainy,croissant,80,71,9,3.5,1.2,248.5,10.8
2024-06-29,Saturday,5,rainy,muffin,70,67,3,2.75,0.9,184.25,2.7
2024-06-29,Saturday,5,rainy,sourdough,34,31,3,8.0,2.5,248.0,7.5
2024-06-29,Saturday,5,rainy,baguette,37,35,2,4.0,1.3,140.0,2.6
2024-06-29,Saturday,5,rainy,cookie,109,103,6,1.5,0.4,154.5,2.4
2024-06-30,Sunday,6,sunny,croissant,72,62,10,3.5,1.2,217.0,12.0
2024-06-30,Sunday,6,sunny,muffin,54,50,4,2.75,0.9,137.5,3.6
2024-06-30,Sunday,6,sunny,sourdough,33,29,4,8.0,2.5,232.0,10.0
2024-06-30,Sunday,6,sunny,baguette,37,34,3,4.0,1.3,136.0,3.9
2024-06-30,Sunday,6,sunny,cookie,73,64,9,1.5,0.4,96.0,3.6
2024-07-01,Monday,0,rainy,croissant,29,28,1,3.5,1.2,98.0,1.2
2024-07-01,Monday,0,rainy,muffin,33,28,5,2.75,0.9,77.0,4.5
2024-07-01,Monday,0,rainy,sourdough,11,10,1,8.0,2.5,80.0,2.5
2024-07-01,Monday,0,rainy,baguette,14,13,1,4.0,1.3,52.0,1.3
2024-07-01,Monday,0,rainy,cookie,53,45,8,1.5,0.4,67.5,3.2
2024-07-02,Tuesday,1,sunny,croissant,37,34,3,3.5,1.2,119.0,3.6
2024-07-02,Tuesday,1,sunny,muffin,24,23,1,2.75,0.9,63.25,0.9
2024-07-02,Tuesday,1,sunny,sourdough,12,11,1,8.0,2.5,88.0,2.5
2024-07-02,Tuesday,1,sunny,baguette,17,15,2,4.0,1.3,60.0,2.6
2024-07-02,Tuesday,1,sunny,cookie,42,37,5,1.5,0.4,55.5,2.0
2024-07-03,Wednesday,2,sunny,croissant,43,38,5,3.5,1.2,133.0,6.0
2024-07-03,Wednesday,2,sunny,muffin,32,29,3,2.75,0.9,79.75,2.7
2024-07-03,Wednesday,2,sunny,sourdough,11,11,0,8.0,2.5,88.0,0.0
2024-07-03,Wednesday,2,sunny,baguette,17,15,2,4.0,1.3,60.0,2.6
2024-07-03,Wednesday,2,sunny,cookie,55,47,8,1.5,0.4,70.5,3.2
2024-07-04,Thursday,3,rainy,croissant,45,42,3,3.5,1.2,147.0,3.6
2024-07-04,Thursday,3,rainy,muffin,34,30,4,2.75,0.9,82.5,3.6
2024-07-04,Thursday,3,rainy,sourdough,14,12,2,8.0,2.5,96.0,5.0
2024-07-04,Thursday,3,rainy,baguette,17,15,2,4.0,1.3,60.0,2.6
2024-07-04,Thursday,3,rainy,cookie,62,55,7,1.5,0.4,82.5,2.8
2024-07-05,Friday,4,sunny,croissant,48,44,4,3.5,1.2,154.0,4.8
2024-07-05,Friday,4,sunny,muffin,35,34,1,2.75,0.9,93.5,0.9
2024-07-05,Friday,4,sunny,sourdough,19,16,3,8.0,2.5,128.0,7.5
2024-07-05,Friday,4,sunny,baguette,20,17,3,4.0,1.3,68.0,3.9
2024-07-05,Friday,4,sunny,cookie,53,49,4,1.5,0.4,73.5,1.6
2024-07-06,Saturday,5,sunny,croissant,80,68,12,3.5,1.2,238.0,14.4
2024-07-06,Saturday,5,sunny,muffin,61,53,8,2.75,0.9,145.75,7.2
2024-07-06,Saturday,5,sunny,sourdough,35,31,4,8.0,2.5,248.0,10.0
2024-07-06,Saturday,5,sunny,baguette,41,38,3,4.0,1.3,152.0,3.9
2024-07-06,Saturday,5,sunny,cookie,91,81,10,1.5,0.4,121.5,4.0
2024-07-07,Sunday,6,rainy,croissant,94,84,10,3.5,1.2,294.0,12.0
2024-07-07,Sunday,6,rainy,muffin,72,61,11,2.75,0.9,167.75,9.9
2024-07-07,Sunday,6,rainy,sourdough,26,24,2,8.0,2.5,192.0,5.0
2024-07-07,Sunday,6,rainy,baguette,36,34,2,4.0,1.3,136.0,2.6
